NSE/CNX_100_EQUAL_WEIGHT,National Stock Exchange of India (NSE) Stock Index - CNX 100 Equal Weight
NSE/ARVINFRA,Arvind Infrastructure Limited
NSE/BEARDSELL,Beardsell Limited
NSE/LSIL,Lloyds Steels Industries Limited
NSE/FIRSTWIN,First Winner Industries Limited
NSE/HEXATRADEX,Hexa Tradex Limited
NSE/TIMBOR,Timbor Home Limited
NSE/CPSE_INDEX,National Stock Exchange of India (NSE) Stock Index - CPSE
NSE/NIFTY_INFRA,National Stock Exchange of India (NSE) Stock Index - Nifty Infra
NSE/NIFTY_CONSUMPTION,National Stock Exchange of India (NSE) Stock Index - Nifty India Consumption
NSE/DAMODARIND,Damodar Industries Limited
NSE/LUMAXTECH,Lumax Auto Technologies Limited
NSE/NIFTYEES,Edelweiss ETF - Nifty 50
NSE/WELENT,Welspun Enterprises Limited
NSE/SETFBANK,SBIAMC - SETFBANK
NSE/NV20IWIN,ICICI Prudential NV20 ETF
NSE/BILPOWER,Bilpower  Limited
NSE/JAINSTUDIO,Jain Studios Limited
NSE/CURATECH,Cura Technologies Limited
NSE/EIMCOELECO,Eimco Elecon (India) Limited
NSE/DSSL,Dynacons Systems & Solutions Limited
NSE/ENTEGRA,Entegra Limited
NSE/EUROMULTI,Euro Multivision Limited
NSE/GISOLUTION,GI Engineering Solutions Limited
NSE/GOENKA,Goenka Diamond and Jewels Limited
NSE/JAIHINDPRO,Jaihind Projects Limited
NSE/LFIC,Lakshmi Finance & Industrial Corporation Limited
NSE/NORBTEAEXP,Norben Tea & Exports Limited
NSE/SHRIASTER,SHRI ASTER SILICATES LIMITED
NSE/MOTOGENFIN,The Motor & General Finance Limited
NSE/QUINTEGRA,Quintegra Solutions Limited
NSE/RADAAN,Radaan Mediaworks India Limited
NSE/RUCHINFRA,Ruchi Infrastructure Limited
NSE/SGFL,Shree Ganesh Forgings Limited
NSE/TNTELE,Tamilnadu Telecommunication Limited
NSE/SIL,Standard Industries Limited
NSE/SRGINFOTEC,SRG Infotec (India) Limited
NSE/VISUINTL,Visu International Limited
NSE/CNX_METAL,National Stock Exchange of India (NSE) Stock Index - CNX Metal
NSE/NIFTY_AUTO,National Stock Exchange of India (NSE) Stock Index - Nifty Auto
NSE/NIFTY_PSU_BANK,National Stock Exchange of India (NSE) Stock Index - Nifty PSU Bank
NSE/NIFTY50_VALUE_20,National Stock Exchange of India (NSE) Stock Index - Nifty50 Value 20
NSE/OMNITECH,Omnitech Infosolutions Limited
NSE/AIFL,Ashapura Intimates Fashion Limited
NSE/IVZINGOLD,Invesco India Gold Exchange Traded Fund
NSE/KELLTONTEC,Kellton Tech Solutions Limited
NSE/LICNETFN50,LICNAMC - LICNFENGP
NSE/LTTS,L&T Technology Services Limited
NSE/MAXVIL,Max Ventures and Industries Limited
NSE/SOMICONVEY,Somi Conveyor Beltings Limited
NSE/PILANIINVS,Pilani Investment and Industries Corporation Limited
NSE/SKSMICRO,SKS Microfinance Limited
NSE/KERNEX,Kernex Microsystems (India) Limited
NSE/GEPIL,GE Power India Limited
NSE/ICNX100,ICICI Prudential Nifty 100 ETF
NSE/IMIDCAP,ICICIPRAMC - IMIDCAP
NSE/INIFTY,ICICI Prudential Nifty ETF
NSE/ISENSEX,ICICI Prudential Sensex ETF
NSE/ACROPETAL,Acropetal Technologies Limited
NSE/LICNFENGP,LICNAMC - LICNFENGP
NSE/BHARATWIRE,Bharat Wire Ropes Limited
NSE/EBANK,Edelweiss ETF - Nifty Bank
NSE/GUJGASLTD,Gujarat Gas Limited
NSE/MANPASAND,Manpasand Beverages Limited
NSE/NECCLTD,North Eastern Carrying Corporation Limited
NSE/ORCHIDPHAR,Orchid Pharma Limited
NSE/PNCINFRA,PNC Infratech Limited
NSE/PRATIBHA,Pratibha Industries Limited
NSE/SHILPI,Shilpi Cable Technologies Limited
NSE/TANLA,Tanla Solutions Limited
NSE/TTKHLTCARE,TTK Healthcare Limited
NSE/NIFTY_MIDCAP_LIQUID_15,National Stock Exchange of India (NSE) Stock Index - Nifty Midcap Liquid 15
NSE/CNX_ENERGY,National Stock Exchange of India (NSE) Stock Index - CNX Energy
NSE/CNX_NIFTY,National Stock Exchange of India (NSE) Stock Index - CNX Nifty
NSE/NIFTY_REALTY,National Stock Exchange of India (NSE) Stock Index - Nifty Realty
NSE/NIFTY50_SHARIAH,National Stock Exchange of India (NSE) Stock Index - Nifty50 Shariah
NSE/ANTGRAPHIC,Antarctica Limited
NSE/ELDERPHARM,Elder Pharmaceuticals Limited
NSE/GLFL,Gujarat Lease Financing Limited
NSE/RAMSARUP,Ramsarup Industries Limited
NSE/NEPCMICON,NEPC India Limited
NSE/PRADIP,Pradip Overseas Limited
NSE/MURLIIND,Murli Industries Limited
NSE/MALWACOTT,Malwa Cotton Spg. Mills Limited
NSE/TODAYS,Todays Writing Instruments Limited
NSE/BHARTISHIP,Bharati Shipyard Limited
NSE/BLUESTINFO,Blue Star Infotech Limited
NSE/HMT,HMT Limited
NSE/UMESLTD,Usha Martin Education & Solutions Limited
NSE/KHAITANLTD,Khaitan (India) Limited
NSE/KALYANIFRG,Kalyani Forge Limited
NSE/LICNMFET,LIC NOMURA MF - LIC NOMURA MF G-sec LT ETF - GO
NSE/REGENCERAM,Regency Ceramics Limited
NSE/TECHIN,TECHINDIA NIRMAN LIMITED
NSE/ERAINFRA,Era Infra Engineering Limited
NSE/RAJVIR,Rajvir Industries Limited
NSE/LIX_15,National Stock Exchange of India (NSE) Stock Index - LIX 15
NSE/ABCIL,Aditya Birla Chemicals (India) Limited
NSE/PFRL,Pantaloons Fashion & Retail Limited
NSE/WELSYNTEX,Welspun Syntex Limited
NSE/NIFTY_SMALL_100,National Stock Exchange of India (NSE) Stock Index - Nifty Small 100
NSE/LIX15_MIDCAP,National Stock Exchange of India (NSE) Stock Index - LIX15 Midcap
NSE/VIDHIDYE,Vidhi Dyestuffs Manufacturing Limited
NSE/NIFTY_SERV_SECTOR,National Stock Exchange of India (NSE) Stock Index - Nifty Services Sector
NSE/CNX_LOW_VOLATILITY,National Stock Exchange of India (NSE) Stock Index - CNX Low Volatility
NSE/ESSAROIL,Essar Oil Limited
NSE/NH,Narayana Hrudayalaya Ltd.
NSE/ZENITHEXPO,Zenith Exports Limited
NSE/NIFTY500_SHARIAH,National Stock Exchange of India (NSE) Stock Index - Nifty500 Shariah
NSE/NIFTY_500,National Stock Exchange of India (NSE) Stock Index - Nifty 500
NSE/CNX_SMALLCAP,National Stock Exchange of India (NSE) Stock Index - CNX Smallcap
NSE/NAGREEKEXP,Nagreeka Exports Limited
NSE/EXCEL,Excel Realty N Infra Limited
NSE/CNX_MIDCAP,National Stock Exchange of India (NSE) Stock Index - CNX Midcap
NSE/SDBL,Som Distilleries & Breweries Limited
NSE/VINYLINDIA,Vinyl Chemicals (India) Limited
NSE/WSI,W S Industries (I) Limited
NSE/ANKITMETAL,Ankit Metal & Power Limited
NSE/AYMSYNTEX,AYM Syntex Limited
NSE/CIMMCO,Cimmco Limited
NSE/COMPINFO,Compuage Infocom Limited
NSE/JSLHISAR,Jindal Stainless (Hisar) Limited
NSE/LICNETFSEN,LICNAMC - LICNFESGP
NSE/CNX_INFRA,National Stock Exchange of India (NSE) Stock Index - CNX Infrastructure
NSE/NIFTY_MEDIA,National Stock Exchange of India (NSE) Stock Index - Nifty Media
NSE/ICICIBANK,ICICI Bank Limited
NSE/PRAJIND,Praj Industries Limited
NSE/ARROWCOAT,Arrow Coated Products Limited
NSE/ICICIPRULI,ICICI Prudential Life Insurance Company Limited
NSE/SEZAL,Sezal Glass Limited
NSE/TPLPLASTEH,TPL Plastech Limited
NSE/BIRLACOT,Birla Cotsyn (India) Limited
NSE/NIFTY_MIDCAP_100,National Stock Exchange of India (NSE) Stock Index - Nifty Midcap 100
NSE/CNX_BANK,National Stock Exchange of India (NSE) Stock Index - CNX Bank
NSE/NIFTY_MNC,National Stock Exchange of India (NSE) Stock Index - Nifty MNC
NSE/ACC,ACC Limited
NSE/AGRODUTCH,Agro Dutch Industries Limited
NSE/8KMILES,8K Miles Software Services Limited
NSE/ARMANFIN,Arman Financial Services Limited
NSE/ATUL,Atul Limited
NSE/EQUITAS,Equitas Holdings Limited
NSE/CAMLINFINE,Camlin Fine Sciences Limited
NSE/CIGNITITEC,Cigniti Technologies Limited
NSE/CANTABIL,Cantabil Retail India Limited
NSE/PDMJEPAPER,Pudumjee Paper Products Limited
NSE/PRECAM,Precision Camshafts Limited
NSE/FEL,FUTURE ENTERPRISES LIMITED
NSE/GOKULAGRO,Gokul Agro Resources Limited
NSE/GREENFIRE,Green Fire Agri Commodities Limited
NSE/HATSUN,Hatsun Agro Product Limited
NSE/HDFCSENETF,HDFCAMC - HDFCSENETF
NSE/HSCL,Himadri Speciality Chemical Limited
NSE/IDFC,IDFC Limited
NSE/INTEGRA,Integra Garments and Textiles Limited
NSE/INEOSSTYRO,INEOS Styrolution India Limited
NSE/INFRABEES,Goldman Sachs Infrastructure Exchange Traded Scheme
NSE/INVENTURE,Inventure Growth & Securities Limited
NSE/JVLAGRO,JVL Agro Industries Limited
NSE/KESORAMIND,Kesoram Industries Limited
NSE/KNRCON,KNR Constructions Limited
NSE/LINCOLN,Lincoln Pharmaceuticals Limited
NSE/MARATHON,Marathon Nextgen Realty Limited
NSE/METALFORGE,Metalyst Forgings Limited
NSE/MINDTECK,Mindteck (India) Limited
NSE/MAJESCO,Majesco Limited
NSE/MANAKALUCO,Manaksia Aluminium Company Limited
NSE/NCLIND,NCL Industries Limited
NSE/NESTLEIND,Nestle India Limited
NSE/NIFTYBEES,Goldman Sachs Nifty Exchange Traded Scheme
NSE/PNEUMATIC,Pneumatic Holdings Limited
NSE/POKARNA,Pokarna Limited
NSE/POWERMECH,Power Mech Projects Limited
NSE/REDINGTON,Redington (India) Limited
NSE/SALZERELEC,Salzer Electronics Limited
NSE/SAKHTISUG,Sakthi Sugars Limited
NSE/SUJANATWR,Sujana Tower Limited
NSE/SFCL,Star Ferro and Cement Limited
NSE/SHAHALLOYS,Shah Alloys Limited
NSE/SETF10GILT,SBIAMC - SETF10GILT
NSE/SPAL,S. P. Apparels Limited
NSE/STINDIA,STI India Limited
NSE/SITINET,Siti Networks Limited
NSE/SUNPHARMA,Sun Pharmaceuticals Industries Limited
NSE/SUMEETINDS,Sumeet Industries Limited
NSE/SUNILHITEC,Sunil Hitech Engineers Limited
NSE/SUNDRMBRAK,Sundaram Brake Linings Limited
NSE/TALBROAUTO,Talbros Automotive Components Limited
NSE/SUNTECK,Sunteck Realty Limited
NSE/THERMAX,Thermax Limited
NSE/SURANASOL,SURANA SOLAR LIMITED
NSE/SUTLEJTEX,Sutlej Textiles and Industries Limited
NSE/SVOGL,SVOGL OIL GAS AND ENERGY LIMITED
NSE/SYNCOM,Syncom Healthcare Limited
NSE/TATACOMM,Tata Communications Limited
NSE/VALECHAENG,Valecha Engineering Limited
NSE/VIKASECO,Vikas EcoTech Limited
NSE/VINATIORGA,Vinati Organics Limited
NSE/ZUARIGLOB,ZUARI GLOBAL LIMITED
NSE/CNX_PSE,National Stock Exchange of India (NSE) Stock Index - CNX PSE
NSE/AGRITECH,Agri-Tech (India) Limited
NSE/ICSA,ICSA (India) Limited
NSE/CALSOFT,California Software Company Limited
NSE/AUSTRAL,Austral Coke & Projects Limited
NSE/CREATIVEYE,Creative Eye Limited
NSE/CYBERMEDIA,Cyber Media (India) Limited
NSE/EQ30,EDELAMC - EQ30
NSE/FARMAXIND,Farmax India Limited
NSE/FELDVR,Future Enterprises Limited
NSE/IGOLD,ICICI Prudential Gold ETF
NSE/MANAKINDST,Manaksia Industries Limited
NSE/MGL,Mahanagar Gas Limited
NSE/PARAPRINT,Paramount Printpackaging Limited
NSE/NOESISIND,Noesis Industries Limited
NSE/SURYAJYOTI,Suryajyoti Spinning Mills Limited
NSE/RAJOIL,Raj Oil Mills Limited
NSE/SAMTEL,Samtel Color Limited
NSE/SURANACORP,Surana Corporation Limited
NSE/VEDL,Vedanta Limited
NSE/RELNV20,Reliance Mutual Fund - R*Shares NV20 ETF
NSE/JCTEL,JCT Electronics Limited
NSE/RAMASTEEL,Rama Steel Tubes Limited
NSE/SSWL,Steel Strips Wheels Limited
NSE/ITC,ITC Limited
NSE/INDIGO,InterGlobe Aviation Limited
NSE/MANAKSTEEL,Manaksia Steels Limited
NSE/ARCHIES,Archies Limited
NSE/DCW,DCW Limited
NSE/IFBIND,IFB Industries Limited
NSE/SEQUENT,Sequent Scientific Limited
NSE/EON,Eon Electric Limited
NSE/GOODLUCK,Goodluck India Limited
NSE/GTL,GTL Limited
NSE/GULFOILLUB,Gulf Oil Lubricants India Limited
NSE/IBULHSGFIN,Indiabulls Housing Finance Limited
NSE/NAVNETEDUL,Navneet Education Limited
NSE/NIFTYIWIN,ICICI Prudential Nifty Exchange Traded Fund
NSE/VISHNU,Vishnu Chemicals Limited
NSE/ADANITRANS,Adani Transmission Limited
NSE/ALBERTDAVD,Albert David Limited
NSE/ABFRL,Aditya Birla Fashion and Retail Limited
NSE/ADVENZYMES,Advanced Enzyme Technologies Limited
NSE/ALSTOMTD,Alstom T&D India Limited
NSE/BAJAJHLDNG,Bajaj Holdings & Investment Limited
NSE/BROOKS,Brooks Laboratories Limited
NSE/CRMFGETF,Canara Robeco Mutual Fund - Canara Robeco - Gold ETF
NSE/EXCELINDUS,Excel Industries Limited
NSE/INOXWIND,Inox Wind Limited
NSE/TRIGYN,Trigyn Technologies Limited
NSE/ESSDEE,Ess Dee Aluminium Limited
NSE/KRIDHANINF,Kridhan Infra Limited
NSE/OCCL,Oriental Carbon & Chemicals Limited
NSE/SANGHIIND,Sanghi Industries Limited
NSE/PALREDTEC,Palred Technologies Limited
NSE/CNX_CONSUMPTION,National Stock Exchange of India (NSE) Stock Index - CNX Consumption
NSE/NIFTY_SHARIAH_25,National Stock Exchange of India (NSE) Stock Index - Nifty Shariah 25
NSE/ANANDAMRUB,The Anandam Rubber Company Limited
NSE/NIFTY100_EQUAL_WEIGHT,National Stock Exchange of India (NSE) Stock Index - Nifty 100 Equal Weight
NSE/ATLASCYCLE,Atlas Cycles (Haryana) Limited
NSE/BILENERGY,Bil Energy Systems Limited
NSE/BURNPUR,Burnpur Cement Limited
NSE/CGCL,Capri Global Capital Limited
NSE/ENGINERSIN,Engineers India Limited
NSE/GATI,GATI Limited
NSE/KTIL,Kesar Terminals & Infrastructure Limited
NSE/MAITHANALL,Maithan Alloys Limited
NSE/MBLINFRA,MBL Infrastructures Limited
NSE/NIF100IWIN,ICICI Prudential Nifty 100 ETF
NSE/NITESHEST,Nitesh Estates Limited
NSE/OPTOCIRCUI,Opto Circuits (India) Limited
NSE/ORTINLABSS,Ortin Laboratories Limited
NSE/PKTEA,The Peria Karamalai Tea & Produce Company Limited
NSE/ORIENTCEM,Orient Cement Limited
NSE/PARRYSUGAR,Parrys Sugar Industries Limited
NSE/PLASTIBLEN,Plastiblends India Limited
NSE/PVP,PVP Ventures Limited
NSE/RUCHISOYA,Ruchi Soya Industries Limited
NSE/SAKUMA,Sakuma Exports Limited
NSE/SGJHL,SHREE GANESH JEWELLERY HOUSE (I) LIMITED
NSE/UJAAS,Ujaas Energy Limited
NSE/VADILALIND,Vadilal Industries Limited
NSE/VIMTALABS,Vimta Labs Limited
NSE/VIMALOIL,Vimal Oil & Foods Limited
NSE/VOLTAS,Voltas Limited
NSE/VRLLOG,VRL Logistics Limited
NSE/VMART,V-Mart Retail Limited
NSE/CNX_AUTO,National Stock Exchange of India (NSE) Stock Index - CNX Auto
NSE/CNX_MEDIA,National Stock Exchange of India (NSE) Stock Index - CNX Media
NSE/NIFTY_LOW_VOLATILITY_50,National Stock Exchange of India (NSE) Stock Index - Nifty Low Volatility 50
NSE/CNX_PSU_BANK,National Stock Exchange of India (NSE) Stock Index - CNX PSU Bank
NSE/NIFTY_DIVIDEND,National Stock Exchange of India (NSE) Stock Index - CNX Nifty Dividend
NSE/CNX_DIVIDEND_OPPT,National Stock Exchange of India (NSE) Stock Index - CNX Dividend Opportunities
NSE/NIFTY_FMCG,National Stock Exchange of India (NSE) Stock Index - Nifty FMCG
NSE/CNX_100,National Stock Exchange of India (NSE) Stock Index - CNX 100
NSE/MANAKSIA,Manaksia Limited
NSE/MARKSANS,Marksans Pharma Limited
NSE/MEGH,Meghmani Organics Limited
NSE/MELSTAR,Melstar Information Technologies Limited
NSE/MHRIL,Mahindra Holidays & Resorts India Limited
NSE/MOIL,MOIL Limited
NSE/MONTECARLO,Monte Carlo Fashions Limited
NSE/MPHASIS,MphasiS Limited
NSE/SNOWMAN,Snowman Logistics Limited
NSE/MOTHERSUMI,Motherson Sumi Systems Limited
NSE/MUNJALSHOW,Munjal Showa Limited
NSE/NATCOPHARM,Natco Pharma Limited
NSE/NATHBIOGEN,Nath Bio-Genes (India) Limited
NSE/NBCC,NBCC (INDIA) LIMITED
NSE/SJVN,SJVN Limited
NSE/SKIL,SKIL Infrastructure Limited
NSE/SPHEREGSL,Sphere Global Services Limited
NSE/SONATSOFTW,Sonata Software Limited
NSE/SQSBFSI,SQS India BFSI Limited
NSE/SREEL,Sreeleathers Limited
NSE/SUBROS,Subros Limited
NSE/SUNCLAYLTD,Sundaram Clayton Limited
NSE/SURANAIND,Surana Industries Limited
NSE/UNITEDTEA,The United Nilgiri Tea Estates Company Limited
NSE/VAKRANGEE,VAKRANGEE LIMITED
NSE/VAIBHAVGBL,Vaibhav Global Limited
NSE/VETO,Veto Switchgears And Cables Limited
NSE/VISAKAIND,Visaka Industries Limited
NSE/CNX_PHARMA,National Stock Exchange of India (NSE) Stock Index - CNX Pharma
NSE/NIFTY_DIV_OPPS_50,National Stock Exchange of India (NSE) Stock Index - Nifty Dividend Opportunities 50
NSE/NIFTY_ENERGY,National Stock Exchange of India (NSE) Stock Index - Nifty Energy
NSE/AVTNPL,AVT Natural Products Limited
NSE/AUTOAXLES,Automotive Axles Limited
NSE/BAJAJELEC,Bajaj Electricals Limited
NSE/BAJAJHIND,Bajaj Hindusthan Sugar Limited
NSE/BALAJITELE,Balaji Telefilms Limited
NSE/BBL,Bharat Bijlee Limited
NSE/ANSALHSG,Ansal Housing and Construction Limited
NSE/CAPF,Capital First Limited
NSE/SUNDARMFIN,Sundaram Finance Limited
NSE/STRTECH,Sterlite Technologies Limited
NSE/SUNTV,Sun TV Network Limited
NSE/SUPERSPIN,Super Spinning Mills Limited
